=== Shared String - Reader-Writer Problem ===
Mode: fair
Readers: 5, Writers: 8, Duration: 8 seconds

[22:43:01.751] [R1] started
[22:43:03.480] [R1] read: "Mutual exclusion ensures only one writer at a time."
[22:43:03.482] [W3] wrote: "Readers and writers must coordinate access to shared data."
[22:43:03.490] [R3] read: "Readers and writers must coordinate access to shared data."
[22:43:03.490] [W2] wrote: "Mutual exclusion ensures only one writer at a time."
[22:43:03.494] [W7] wrote: "Readers and writers must coordinate access to shared data."
[22:43:03.506] [R1] read: "Readers and writers must coordinate access to shared data."
[22:43:03.511] [R5] read: "Readers and writers must coordinate access to shared data."
[22:43:03.518] [R2] read: "Readers and writers must coordinate access to shared data."
[22:43:03.518] [R4] read: "Readers and writers must coordinate access to shared data."
[22:43:03.521] [W1] wrote: "Race!"
[22:43:03.529] [W5] wrote: "Race!"
[22:43:03.531] [R1] read: "Race!"
[22:43:03.533] [W7] wrote: "Race!"
[22:43:03.536] [W4] wrote: "Pthread library provides powerful threading primitives."
[22:43:03.542] [R2] read: "Pthread library provides powerful threading primitives."
[22:43:03.547] [R3] read: "Pthread library provides powerful threading primitives."
[22:43:03.550] [R5] read: "Pthread library provides powerful threading primitives."
[22:43:03.552] [W8] wrote: "Mutual exclusion ensures only one writer at a time."
[22:43:03.552] [W2] wrote: "Pthread library provides powerful threading primitives."
[22:43:03.567] [W6] wrote: "Mutual exclusion ensures only one writer at a time."
[22:43:03.568] [W3] wrote: "Race!"
[22:43:03.570] [R4] read: "Race!"
[22:43:03.571] [W4] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:03.573] [R1] read: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:03.574] [R2] read: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:03.575] [W7] wrote: "Mutual exclusion ensures only one writer at a time."
[22:43:03.593] [W1] wrote: "Mutual exclusion ensures only one writer at a time."
[22:43:03.596] [R5] read: "Mutual exclusion ensures only one writer at a time."
[22:43:03.598] [R1] read: "Mutual exclusion ensures only one writer at a time."
[22:43:03.601] [R3] read: "Mutual exclusion ensures only one writer at a time."
[22:43:03.601] [W5] wrote: "Mutual exclusion ensures only one writer at a time."
[22:43:03.603] [R4] read: "Mutual exclusion ensures only one writer at a time."
[22:43:03.616] [R2] read: "Mutual exclusion ensures only one writer at a time."
[22:43:03.617] [R5] read: "Mutual exclusion ensures only one writer at a time."
[22:43:03.618] [W3] wrote: "Mutual exclusion ensures only one writer at a time."
[22:43:03.619] [W7] wrote: "Pthread library provides powerful threading primitives."
[22:43:03.623] [R4] read: "Pthread library provides powerful threading primitives."
[22:43:03.631] [W8] wrote: "Pthread library provides powerful threading primitives."
[22:43:03.631] [W2] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:03.634] [W6] wrote: "Pthread library provides powerful threading primitives."
[22:43:03.636] [R3] read: "Pthread library provides powerful threading primitives."
[22:43:03.648] [R2] read: "Pthread library provides powerful threading primitives."
[22:43:03.652] [R1] read: "Pthread library provides powerful threading primitives."
[22:43:03.652] [W4] wrote: "AB"
[22:43:03.660] [R5] read: "AB"
[22:43:03.666] [W2] wrote: "AB"
[22:43:03.668] [W5] wrote: "Pthread library provides powerful threading primitives."
[22:43:03.668] [R3] read: "Pthread library provides powerful threading primitives."
[22:43:03.670] [W1] wrote: "Pthread library provides powerful threading primitives."
[22:43:03.674] [R4] read: "Pthread library provides powerful threading primitives."
[22:43:03.674] [R1] read: "Pthread library provides powerful threading primitives."
[22:43:03.680] [R2] read: "Pthread library provides powerful threading primitives."
[22:43:03.681] [W3] wrote: "Pthread library provides powerful threading primitives."
[22:43:03.705] [W1] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:03.705] [R3] read: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:03.710] [R5] read: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:03.711] [R4] read: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:03.713] [R1] read: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:03.715] [W7] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:03.717] [W4] wrote: "Memory barriers ensure proper ordering of operations across cores."
[22:43:03.721] [W8] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:03.726] [W6] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:03.733] [R2] read: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:03.745] [W7] wrote: "AB"
[22:43:03.745] [R1] read: "AB"
[22:43:03.746] [R5] read: "AB"
[22:43:03.748] [W3] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:03.752] [W4] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:03.763] [W2] wrote: "Memory barriers ensure proper ordering of operations across cores."
[22:43:03.765] [R3] read: "Memory barriers ensure proper ordering of operations across cores."
[22:43:03.766] [W5] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:03.769] [W8] wrote: "AB"
[22:43:03.771] [R4] read: "AB"
[22:43:03.776] [W1] wrote: "AB"
[22:43:03.779] [W7] wrote: "Memory barriers ensure proper ordering of operations across cores."
[22:43:03.788] [R2] read: "Memory barriers ensure proper ordering of operations across cores."
[22:43:03.793] [W6] wrote: "AB"
[22:43:03.795] [R1] read: "AB"
[22:43:03.803] [R3] read: "AB"
[22:43:03.805] [R5] read: "AB"
[22:43:03.808] [W3] wrote: "AB"
[22:43:03.812] [W2] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:03.816] [W7] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:03.817] [W4] wrote: "Test"
[22:43:03.821] [W5] wrote: "AB"
[22:43:03.823] [R4] read: "AB"
[22:43:03.831] [R2] read: "AB"
[22:43:03.841] [W8] wrote: "Memory barriers ensure proper ordering of operations across cores."
[22:43:03.842] [W6] wrote: "Memory barriers ensure proper ordering of operations across cores."
[22:43:03.844] [R1] read: "Memory barriers ensure proper ordering of operations across cores."
[22:43:03.854] [W4] wrote: "Lock-free data structures use atomic operations for synchronization."
[22:43:03.859] [W5] wrote: "Memory barriers ensure proper ordering of operations across cores."
[22:43:03.863] [R3] read: "Memory barriers ensure proper ordering of operations across cores."
[22:43:03.863] [R5] read: "Memory barriers ensure proper ordering of operations across cores."
[22:43:03.864] [R2] read: "Memory barriers ensure proper ordering of operations across cores."
[22:43:03.869] [W1] wrote: "Memory barriers ensure proper ordering of operations across cores."
[22:43:03.872] [R4] read: "Memory barriers ensure proper ordering of operations across cores."
[22:43:03.879] [W3] wrote: "Memory barriers ensure proper ordering of operations across cores."
[22:43:03.879] [W2] wrote: "Test"
[22:43:03.883] [R5] read: "Test"
[22:43:03.893] [R4] read: "Test"
[22:43:03.895] [W8] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:03.896] [W7] wrote: "Test"
[22:43:03.897] [R1] read: "Test"
[22:43:03.913] [W3] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:03.914] [R2] read: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:03.921] [R3] read: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:03.923] [R5] read: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:03.926] [R1] read: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:03.929] [R4] read: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:03.931] [W5] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:03.934] [W6] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:03.938] [W1] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:03.942] [W7] wrote: "Lock-free data structures use atomic operations for synchronization."
[22:43:03.943] [W2] wrote: "Lock-free data structures use atomic operations for synchronization."
[22:43:03.944] [W4] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:03.953] [W3] wrote: "Test"
[22:43:03.963] [R1] read: "Test"
[22:43:03.963] [R2] read: "Test"
[22:43:03.973] [R3] read: "Test"
[22:43:03.978] [W1] wrote: "Test"
[22:43:03.980] [R5] read: "Test"
[22:43:03.980] [R4] read: "Test"
[22:43:03.982] [W6] wrote: "Test"
[22:43:03.984] [W8] wrote: "Test"
[22:43:03.988] [W3] wrote: "Lock-free data structures use atomic operations for synchronization."
[22:43:04.009] [R4] read: "Lock-free data structures use atomic operations for synchronization."
[22:43:04.011] [R3] read: "Lock-free data structures use atomic operations for synchronization."
[22:43:04.014] [W5] wrote: "Test"
[22:43:04.016] [R2] read: "Test"
[22:43:04.021] [R1] read: "Test"
[22:43:04.023] [W4] wrote: "!"
[22:43:04.029] [W2] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:04.031] [W8] wrote: "Lock-free data structures use atomic operations for synchronization."
[22:43:04.035] [W7] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:04.037] [W6] wrote: "Lock-free data structures use atomic operations for synchronization."
[22:43:04.039] [R5] read: "Lock-free data structures use atomic operations for synchronization."
[22:43:04.047] [R4] read: "Lock-free data structures use atomic operations for synchronization."
[22:43:04.051] [W5] wrote: "Lock-free data structures use atomic operations for synchronization."
[22:43:04.061] [W3] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:04.062] [R1] read: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:04.062] [R2] read: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:04.068] [W1] wrote: "Lock-free data structures use atomic operations for synchronization."
[22:43:04.070] [R3] read: "Lock-free data structures use atomic operations for synchronization."
[22:43:04.083] [R4] read: "Lock-free data structures use atomic operations for synchronization."
[22:43:04.084] [R5] read: "Lock-free data structures use atomic operations for synchronization."
[22:43:04.090] [W4] wrote: "Context switching between threads has performance overhead costs."
[22:43:04.090] [R1] read: "Context switching between threads has performance overhead costs."
[22:43:04.102] [W2] wrote: "!"
[22:43:04.110] [R3] read: "!"
[22:43:04.111] [R5] read: "!"
[22:43:04.114] [W3] wrote: "!"
[22:43:04.119] [R2] read: "!"
[22:43:04.120] [W6] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:04.123] [W5] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:04.124] [W8] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:04.125] [R4] read: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:04.134] [W7] wrote: "!"
[22:43:04.138] [W1] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:04.140] [W2] wrote: "Context switching between threads has performance overhead costs."
[22:43:04.147] [R5] read: "Context switching between threads has performance overhead costs."
[22:43:04.149] [R1] read: "Context switching between threads has performance overhead costs."
[22:43:04.164] [R3] read: "Context switching between threads has performance overhead costs."
[22:43:04.168] [W7] wrote: "Context switching between threads has performance overhead costs."
[22:43:04.170] [W1] wrote: "!"
[22:43:04.172] [R2] read: "!"
[22:43:04.174] [W5] wrote: "!"
[22:43:04.174] [R4] read: "!"
[22:43:04.184] [R1] read: "!"
[22:43:04.184] [W8] wrote: "!"
[22:43:04.188] [W2] wrote: "Critical sections must be kept as short as possible for efficiency."
[22:43:04.188] [W4] wrote: "Critical sections must be kept as short as possible for efficiency."
[22:43:04.189] [R3] read: "Critical sections must be kept as short as possible for efficiency."
[22:43:04.198] [W6] wrote: "!"
[22:43:04.199] [R5] read: "!"
[22:43:04.209] [W5] wrote: "Context switching between threads has performance overhead costs."
[22:43:04.212] [W3] wrote: "Context switching between threads has performance overhead costs."
[22:43:04.212] [R1] read: "Context switching between threads has performance overhead costs."
[22:43:04.224] [R2] read: "Context switching between threads has performance overhead costs."
[22:43:04.229] [R4] read: "Context switching between threads has performance overhead costs."
[22:43:04.233] [W1] wrote: "Context switching between threads has performance overhead costs."
[22:43:04.243] [W4] wrote: "A"
[22:43:04.247] [R3] read: "A"
[22:43:04.247] [W5] wrote: "Critical sections must be kept as short as possible for efficiency."
[22:43:04.256] [R5] read: "Critical sections must be kept as short as possible for efficiency."
[22:43:04.261] [W8] wrote: "Context switching between threads has performance overhead costs."
[22:43:04.261] [W7] wrote: "Critical sections must be kept as short as possible for efficiency."
[22:43:04.264] [R2] read: "Critical sections must be kept as short as possible for efficiency."
[22:43:04.272] [R1] read: "Critical sections must be kept as short as possible for efficiency."
[22:43:04.278] [W2] wrote: "A"
[22:43:04.288] [W3] wrote: "Critical sections must be kept as short as possible for efficiency."
[22:43:04.288] [W6] wrote: "Context switching between threads has performance overhead costs."
[22:43:04.290] [R4] read: "Context switching between threads has performance overhead costs."
[22:43:04.294] [W1] wrote: "Critical sections must be kept as short as possible for efficiency."
[22:43:04.295] [W7] wrote: "A"
[22:43:04.297] [R2] read: "A"
[22:43:04.301] [R5] read: "A"
[22:43:04.306] [R3] read: "A"
[22:43:04.314] [W4] wrote: "Hello World!"
[22:43:04.321] [W5] wrote: "A"
[22:43:04.323] [R1] read: "A"
[22:43:04.323] [W8] wrote: "Critical sections must be kept as short as possible for efficiency."
[22:43:04.331] [R3] read: "Critical sections must be kept as short as possible for efficiency."
[22:43:04.337] [R4] read: "Critical sections must be kept as short as possible for efficiency."
[22:43:04.345] [W2] wrote: "Hello World!"
[22:43:04.349] [R1] read: "Hello World!"
[22:43:04.354] [R2] read: "Hello World!"
[22:43:04.360] [R4] read: "Hello World!"
[22:43:04.361] [R5] read: "Hello World!"
[22:43:04.367] [W3] wrote: "A"
[22:43:04.374] [W7] wrote: "Hello World!"
[22:43:04.374] [W6] wrote: "Critical sections must be kept as short as possible for efficiency."
[22:43:04.377] [R3] read: "Critical sections must be kept as short as possible for efficiency."
[22:43:04.386] [R4] read: "Critical sections must be kept as short as possible for efficiency."
[22:43:04.388] [W1] wrote: "A"
[22:43:04.388] [W4] wrote: "The quick brown fox jumps over the lazy dog."
[22:43:04.389] [W2] wrote: "The quick brown fox jumps over the lazy dog."
[22:43:04.393] [R1] read: "The quick brown fox jumps over the lazy dog."
[22:43:04.398] [R3] read: "The quick brown fox jumps over the lazy dog."
[22:43:04.399] [R2] read: "The quick brown fox jumps over the lazy dog."
[22:43:04.404] [R5] read: "The quick brown fox jumps over the lazy dog."
[22:43:04.406] [W5] wrote: "Hello World!"
[22:43:04.407] [W7] wrote: "The quick brown fox jumps over the lazy dog."
[22:43:04.411] [R4] read: "The quick brown fox jumps over the lazy dog."
[22:43:04.417] [W3] wrote: "Hello World!"
[22:43:04.417] [W8] wrote: "A"
[22:43:04.421] [R3] read: "A"
[22:43:04.425] [W2] wrote: "Operating systems manage hardware and software resources."
[22:43:04.429] [W1] wrote: "Hello World!"
[22:43:04.437] [W5] wrote: "The quick brown fox jumps over the lazy dog."
[22:43:04.437] [R1] read: "The quick brown fox jumps over the lazy dog."
[22:43:04.441] [W6] wrote: "A"
[22:43:04.443] [R2] read: "A"
[22:43:04.450] [W4] wrote: "Operating systems manage hardware and software resources."
[22:43:04.456] [R4] read: "Operating systems manage hardware and software resources."
[22:43:04.462] [R5] read: "Operating systems manage hardware and software resources."
[22:43:04.462] [R3] read: "Operating systems manage hardware and software resources."
[22:43:04.465] [R2] read: "Operating systems manage hardware and software resources."
[22:43:04.467] [W1] wrote: "The quick brown fox jumps over the lazy dog."
[22:43:04.471] [W3] wrote: "The quick brown fox jumps over the lazy dog."
[22:43:04.481] [R1] read: "The quick brown fox jumps over the lazy dog."
[22:43:04.487] [W2] wrote: "X"
[22:43:04.495] [W7] wrote: "Operating systems manage hardware and software resources."
[22:43:04.500] [R5] read: "Operating systems manage hardware and software resources."
[22:43:04.506] [R2] read: "Operating systems manage hardware and software resources."
[22:43:04.511] [R4] read: "Operating systems manage hardware and software resources."
[22:43:04.513] [W8] wrote: "Hello World!"
[22:43:04.517] [R3] read: "Hello World!"
[22:43:04.523] [W1] wrote: "Operating systems manage hardware and software resources."
[22:43:04.528] [W4] wrote: "X"
[22:43:04.529] [R1] read: "X"
[22:43:04.529] [W3] wrote: "Operating systems manage hardware and software resources."
[22:43:04.536] [W5] wrote: "Operating systems manage hardware and software resources."
[22:43:04.539] [W6] wrote: "Hello World!"
[22:43:04.551] [R5] read: "Hello World!"
[22:43:04.563] [R1] read: "Hello World!"
[22:43:04.565] [R2] read: "Hello World!"
[22:43:04.567] [R3] read: "Hello World!"
[22:43:04.571] [R4] read: "Hello World!"
[22:43:04.573] [W1] wrote: "X"
[22:43:04.576] [R5] read: "X"
[22:43:04.577] [W2] wrote: "Synchronization prevents race conditions in concurrent programs."
[22:43:04.579] [W4] wrote: "Synchronization prevents race conditions in concurrent programs."
[22:43:04.586] [R1] read: "Synchronization prevents race conditions in concurrent programs."
[22:43:04.590] [W7] wrote: "X"
[22:43:04.591] [W3] wrote: "X"
[22:43:04.597] [R5] read: "X"
[22:43:04.598] [W6] wrote: "The quick brown fox jumps over the lazy dog."
[22:43:04.609] [R1] read: "The quick brown fox jumps over the lazy dog."
[22:43:04.611] [R4] read: "The quick brown fox jumps over the lazy dog."
[22:43:04.611] [W2] wrote: "Readers and writers must coordinate access to shared data."
[22:43:04.613] [R3] read: "Readers and writers must coordinate access to shared data."
[22:43:04.614] [W8] wrote: "The quick brown fox jumps over the lazy dog."
[22:43:04.618] [W5] wrote: "X"
[22:43:04.625] [R2] read: "X"
[22:43:04.635] [W1] wrote: "Synchronization prevents race conditions in concurrent programs."
[22:43:04.637] [R4] read: "Synchronization prevents race conditions in concurrent programs."
[22:43:04.638] [R5] read: "Synchronization prevents race conditions in concurrent programs."
[22:43:04.657] [R3] read: "Synchronization prevents race conditions in concurrent programs."
[22:43:04.658] [W3] wrote: "Synchronization prevents race conditions in concurrent programs."
[22:43:04.659] [R2] read: "Synchronization prevents race conditions in concurrent programs."
[22:43:04.662] [W6] wrote: "Operating systems manage hardware and software resources."
[22:43:04.665] [R1] read: "Operating systems manage hardware and software resources."
[22:43:04.669] [W4] wrote: "Readers and writers must coordinate access to shared data."
[22:43:04.672] [W7] wrote: "Synchronization prevents race conditions in concurrent programs."
[22:43:04.676] [W1] wrote: "Readers and writers must coordinate access to shared data."
[22:43:04.682] [R4] read: "Readers and writers must coordinate access to shared data."
[22:43:04.691] [W8] wrote: "Operating systems manage hardware and software resources."
[22:43:04.691] [R5] read: "Operating systems manage hardware and software resources."
[22:43:04.694] [R2] read: "Operating systems manage hardware and software resources."
[22:43:04.703] [W2] wrote: "Race!"
[22:43:04.705] [W5] wrote: "Synchronization prevents race conditions in concurrent programs."
[22:43:04.705] [R3] read: "Synchronization prevents race conditions in concurrent programs."
[22:43:04.710] [R4] read: "Synchronization prevents race conditions in concurrent programs."
[22:43:04.712] [W7] wrote: "Readers and writers must coordinate access to shared data."
[22:43:04.713] [W6] wrote: "X"
[22:43:04.716] [R1] read: "X"
[22:43:04.722] [W4] wrote: "Race!"
[22:43:04.730] [W1] wrote: "Race!"
[22:43:04.731] [W3] wrote: "Readers and writers must coordinate access to shared data."
[22:43:04.735] [R5] read: "Readers and writers must coordinate access to shared data."
[22:43:04.738] [R1] read: "Readers and writers must coordinate access to shared data."
[22:43:04.743] [R2] read: "Readers and writers must coordinate access to shared data."
[22:43:04.747] [W6] wrote: "Synchronization prevents race conditions in concurrent programs."
[22:43:04.759] [R3] read: "Synchronization prevents race conditions in concurrent programs."
[22:43:04.759] [R4] read: "Synchronization prevents race conditions in concurrent programs."
[22:43:04.769] [R1] read: "Synchronization prevents race conditions in concurrent programs."
[22:43:04.775] [W5] wrote: "Readers and writers must coordinate access to shared data."
[22:43:04.775] [R5] read: "Readers and writers must coordinate access to shared data."
[22:43:04.777] [W7] wrote: "Race!"
[22:43:04.778] [W3] wrote: "Race!"
[22:43:04.786] [W8] wrote: "X"
[22:43:04.787] [R2] read: "X"
[22:43:04.790] [W2] wrote: "Mutual exclusion ensures only one writer at a time."
[22:43:04.798] [W6] wrote: "Readers and writers must coordinate access to shared data."
[22:43:04.798] [W1] wrote: "Mutual exclusion ensures only one writer at a time."
[22:43:04.807] [R1] read: "Mutual exclusion ensures only one writer at a time."
[22:43:04.812] [W5] wrote: "Race!"
[22:43:04.814] [R2] read: "Race!"
[22:43:04.816] [R3] read: "Race!"
[22:43:04.817] [R4] read: "Race!"
[22:43:04.818] [W3] wrote: "Mutual exclusion ensures only one writer at a time."
[22:43:04.819] [W4] wrote: "Mutual exclusion ensures only one writer at a time."
[22:43:04.828] [R5] read: "Mutual exclusion ensures only one writer at a time."
[22:43:04.834] [W2] wrote: "Pthread library provides powerful threading primitives."
[22:43:04.842] [R3] read: "Pthread library provides powerful threading primitives."
[22:43:04.847] [W6] wrote: "Race!"
[22:43:04.849] [W7] wrote: "Mutual exclusion ensures only one writer at a time."
[22:43:04.849] [R1] read: "Mutual exclusion ensures only one writer at a time."
[22:43:04.849] [R4] read: "Mutual exclusion ensures only one writer at a time."
[22:43:04.850] [W5] wrote: "Mutual exclusion ensures only one writer at a time."
[22:43:04.852] [R2] read: "Mutual exclusion ensures only one writer at a time."
[22:43:04.855] [R5] read: "Mutual exclusion ensures only one writer at a time."
[22:43:04.860] [W3] wrote: "Pthread library provides powerful threading primitives."
[22:43:04.860] [W1] wrote: "Pthread library provides powerful threading primitives."
[22:43:04.882] [W2] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:04.883] [W8] wrote: "Synchronization prevents race conditions in concurrent programs."
[22:43:04.885] [R5] read: "Synchronization prevents race conditions in concurrent programs."
[22:43:04.887] [W5] wrote: "Pthread library provides powerful threading primitives."
[22:43:04.887] [R3] read: "Pthread library provides powerful threading primitives."
[22:43:04.891] [R2] read: "Pthread library provides powerful threading primitives."
[22:43:04.897] [W6] wrote: "Mutual exclusion ensures only one writer at a time."
[22:43:04.904] [W3] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:04.905] [W1] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:04.908] [R1] read: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:04.910] [R4] read: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:04.916] [W4] wrote: "Pthread library provides powerful threading primitives."
[22:43:04.923] [R5] read: "Pthread library provides powerful threading primitives."
[22:43:04.924] [W8] wrote: "Readers and writers must coordinate access to shared data."
[22:43:04.937] [R2] read: "Readers and writers must coordinate access to shared data."
[22:43:04.937] [R1] read: "Readers and writers must coordinate access to shared data."
[22:43:04.941] [W7] wrote: "Pthread library provides powerful threading primitives."
[22:43:04.947] [R3] read: "Pthread library provides powerful threading primitives."
[22:43:04.947] [W4] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:04.947] [W5] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:04.951] [R4] read: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:04.958] [R1] read: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:04.962] [R2] read: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:04.967] [W6] wrote: "Pthread library provides powerful threading primitives."
[22:43:04.975] [W1] wrote: "AB"
[22:43:04.975] [W2] wrote: "AB"
[22:43:04.977] [R5] read: "AB"
[22:43:04.984] [R4] read: "AB"
[22:43:04.987] [R2] read: "AB"
[22:43:04.997] [W3] wrote: "AB"
[22:43:04.998] [R1] read: "AB"
[22:43:05.002] [R3] read: "AB"
[22:43:05.004] [W8] wrote: "Race!"
[22:43:05.013] [W1] wrote: "Memory barriers ensure proper ordering of operations across cores."
[22:43:05.013] [W4] wrote: "AB"
[22:43:05.016] [W7] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:05.016] [R5] read: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:05.024] [R2] read: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:05.034] [W2] wrote: "Memory barriers ensure proper ordering of operations across cores."
[22:43:05.038] [W6] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:05.039] [W5] wrote: "AB"
[22:43:05.041] [R5] read: "AB"
[22:43:05.044] [R4] read: "AB"
[22:43:05.050] [R3] read: "AB"
[22:43:05.051] [R2] read: "AB"
[22:43:05.058] [R1] read: "AB"
[22:43:05.067] [W1] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:05.070] [W5] wrote: "Memory barriers ensure proper ordering of operations across cores."
[22:43:05.070] [W6] wrote: "AB"
[22:43:05.081] [R3] read: "AB"
[22:43:05.081] [W3] wrote: "Memory barriers ensure proper ordering of operations across cores."
[22:43:05.082] [R5] read: "Memory barriers ensure proper ordering of operations across cores."
[22:43:05.092] [R4] read: "Memory barriers ensure proper ordering of operations across cores."
[22:43:05.098] [R2] read: "Memory barriers ensure proper ordering of operations across cores."
[22:43:05.099] [W8] wrote: "Mutual exclusion ensures only one writer at a time."
[22:43:05.102] [W4] wrote: "Memory barriers ensure proper ordering of operations across cores."
[22:43:05.104] [R5] read: "Memory barriers ensure proper ordering of operations across cores."
[22:43:05.107] [W7] wrote: "AB"
[22:43:05.109] [R3] read: "AB"
[22:43:05.110] [W5] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:05.111] [R1] read: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:05.115] [W6] wrote: "Memory barriers ensure proper ordering of operations across cores."
[22:43:05.118] [W2] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:05.118] [R2] read: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:05.130] [R5] read: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:05.137] [R1] read: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:05.138] [R3] read: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:05.139] [W4] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:05.140] [R4] read: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:05.142] [W3] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:05.152] [W1] wrote: "Test"
[22:43:05.160] [R4] read: "Test"
[22:43:05.166] [W5] wrote: "Test"
[22:43:05.170] [W7] wrote: "Memory barriers ensure proper ordering of operations across cores."
[22:43:05.178] [R2] read: "Memory barriers ensure proper ordering of operations across cores."
[22:43:05.180] [R5] read: "Memory barriers ensure proper ordering of operations across cores."
[22:43:05.188] [W1] wrote: "Lock-free data structures use atomic operations for synchronization."
[22:43:05.188] [R3] read: "Lock-free data structures use atomic operations for synchronization."
[22:43:05.192] [R1] read: "Lock-free data structures use atomic operations for synchronization."
[22:43:05.194] [W8] wrote: "Pthread library provides powerful threading primitives."
[22:43:05.199] [R4] read: "Pthread library provides powerful threading primitives."
[22:43:05.202] [W2] wrote: "Test"
[22:43:05.203] [W6] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:05.212] [R3] read: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:05.213] [W4] wrote: "Test"
[22:43:05.217] [R1] read: "Test"
[22:43:05.218] [W3] wrote: "Test"
[22:43:05.227] [W5] wrote: "Lock-free data structures use atomic operations for synchronization."
[22:43:05.230] [R2] read: "Lock-free data structures use atomic operations for synchronization."
[22:43:05.233] [R4] read: "Lock-free data structures use atomic operations for synchronization."
[22:43:05.235] [R3] read: "Lock-free data structures use atomic operations for synchronization."
[22:43:05.239] [R5] read: "Lock-free data structures use atomic operations for synchronization."
[22:43:05.241] [W1] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:05.241] [W7] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:05.243] [W4] wrote: "Lock-free data structures use atomic operations for synchronization."
[22:43:05.250] [R1] read: "Lock-free data structures use atomic operations for synchronization."
[22:43:05.260] [R5] read: "Lock-free data structures use atomic operations for synchronization."
[22:43:05.262] [W8] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
