=== Shared String - Reader-Writer Problem ===
Mode: fair
Readers: 5, Writers: 8, Duration: 8 seconds

[22:43:09.830] [R1] started
[22:43:11.648] [R4] read: "Pthread library provides powerful threading primitives."
[22:43:11.649] [R3] read: "Pthread library provides powerful threading primitives."
[22:43:11.650] [R2] read: "Pthread library provides powerful threading primitives."
[22:43:11.652] [W4] wrote: "Pthread library provides powerful threading primitives."
[22:43:11.654] [W2] wrote: "Mutual exclusion ensures only one writer at a time."
[22:43:11.661] [R1] read: "Mutual exclusion ensures only one writer at a time."
[22:43:11.665] [R5] read: "Mutual exclusion ensures only one writer at a time."
[22:43:11.671] [R4] read: "Mutual exclusion ensures only one writer at a time."
[22:43:11.677] [W6] wrote: "Readers and writers must coordinate access to shared data."
[22:43:11.685] [R1] read: "Readers and writers must coordinate access to shared data."
[22:43:11.695] [W4] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:11.695] [R5] read: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:11.697] [W3] wrote: "Pthread library provides powerful threading primitives."
[22:43:11.698] [W1] wrote: "Readers and writers must coordinate access to shared data."
[22:43:11.699] [W2] wrote: "Pthread library provides powerful threading primitives."
[22:43:11.703] [R3] read: "Pthread library provides powerful threading primitives."
[22:43:11.705] [W7] wrote: "Race!"
[22:43:11.709] [R2] read: "Race!"
[22:43:11.712] [W8] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:11.717] [W6] wrote: "Race!"
[22:43:11.719] [W5] wrote: "Mutual exclusion ensures only one writer at a time."
[22:43:11.721] [R1] read: "Mutual exclusion ensures only one writer at a time."
[22:43:11.721] [R4] read: "Mutual exclusion ensures only one writer at a time."
[22:43:11.725] [R5] read: "Mutual exclusion ensures only one writer at a time."
[22:43:11.739] [W7] wrote: "Mutual exclusion ensures only one writer at a time."
[22:43:11.739] [R3] read: "Mutual exclusion ensures only one writer at a time."
[22:43:11.745] [W1] wrote: "Race!"
[22:43:11.747] [R2] read: "Race!"
[22:43:11.758] [W6] wrote: "Mutual exclusion ensures only one writer at a time."
[22:43:11.761] [R5] read: "Mutual exclusion ensures only one writer at a time."
[22:43:11.763] [R4] read: "Mutual exclusion ensures only one writer at a time."
[22:43:11.769] [R1] read: "Mutual exclusion ensures only one writer at a time."
[22:43:11.774] [W2] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:11.779] [W1] wrote: "Mutual exclusion ensures only one writer at a time."
[22:43:11.790] [R1] read: "Mutual exclusion ensures only one writer at a time."
[22:43:11.791] [W3] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:11.792] [R3] read: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:11.794] [W4] wrote: "AB"
[22:43:11.805] [W7] wrote: "Pthread library provides powerful threading primitives."
[22:43:11.805] [R2] read: "Pthread library provides powerful threading primitives."
[22:43:11.811] [R4] read: "Pthread library provides powerful threading primitives."
[22:43:11.812] [W8] wrote: "AB"
[22:43:11.812] [W5] wrote: "Pthread library provides powerful threading primitives."
[22:43:11.818] [R5] read: "Pthread library provides powerful threading primitives."
[22:43:11.822] [W6] wrote: "Pthread library provides powerful threading primitives."
[22:43:11.841] [R1] read: "Pthread library provides powerful threading primitives."
[22:43:11.841] [R3] read: "Pthread library provides powerful threading primitives."
[22:43:11.847] [R4] read: "Pthread library provides powerful threading primitives."
[22:43:11.849] [R5] read: "Pthread library provides powerful threading primitives."
[22:43:11.853] [W4] wrote: "Memory barriers ensure proper ordering of operations across cores."
[22:43:11.856] [W1] wrote: "Pthread library provides powerful threading primitives."
[22:43:11.856] [R2] read: "Pthread library provides powerful threading primitives."
[22:43:11.856] [W5] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:11.861] [W3] wrote: "AB"
[22:43:11.864] [W6] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:11.870] [W2] wrote: "AB"
[22:43:11.875] [R1] read: "AB"
[22:43:11.884] [R4] read: "AB"
[22:43:11.887] [R3] read: "AB"
[22:43:11.895] [R1] read: "AB"
[22:43:11.900] [R5] read: "AB"
[22:43:11.903] [W7] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:11.904] [R2] read: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:11.906] [W6] wrote: "AB"
[22:43:11.908] [W8] wrote: "Memory barriers ensure proper ordering of operations across cores."
[22:43:11.911] [W3] wrote: "Memory barriers ensure proper ordering of operations across cores."
[22:43:11.913] [W4] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:11.923] [R3] read: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:11.928] [R4] read: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:11.942] [R5] read: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:11.944] [W1] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:11.945] [W5] wrote: "AB"
[22:43:11.952] [R1] read: "AB"
[22:43:11.956] [W2] wrote: "Memory barriers ensure proper ordering of operations across cores."
[22:43:11.961] [R2] read: "Memory barriers ensure proper ordering of operations across cores."
[22:43:11.962] [W8] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:11.962] [R3] read: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:11.963] [R5] read: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:11.966] [W6] wrote: "Memory barriers ensure proper ordering of operations across cores."
[22:43:11.977] [R4] read: "Memory barriers ensure proper ordering of operations across cores."
[22:43:11.981] [W7] wrote: "AB"
[22:43:11.982] [R1] read: "AB"
[22:43:11.987] [R5] read: "AB"
[22:43:11.991] [W1] wrote: "AB"
[22:43:11.997] [R2] read: "AB"
[22:43:11.998] [W3] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:12.006] [W5] wrote: "Memory barriers ensure proper ordering of operations across cores."
[22:43:12.008] [R3] read: "Memory barriers ensure proper ordering of operations across cores."
[22:43:12.011] [R5] read: "Memory barriers ensure proper ordering of operations across cores."
[22:43:12.012] [R4] read: "Memory barriers ensure proper ordering of operations across cores."
[22:43:12.013] [W4] wrote: "Test"
[22:43:12.017] [W2] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:12.018] [R1] read: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:12.038] [W6] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:12.041] [W7] wrote: "Memory barriers ensure proper ordering of operations across cores."
[22:43:12.041] [R2] read: "Memory barriers ensure proper ordering of operations across cores."
[22:43:12.053] [W2] wrote: "Test"
[22:43:12.055] [R3] read: "Test"
[22:43:12.055] [R4] read: "Test"
[22:43:12.059] [W8] wrote: "Test"
[22:43:12.064] [R1] read: "Test"
[22:43:12.066] [W4] wrote: "Lock-free data structures use atomic operations for synchronization."
[22:43:12.066] [R5] read: "Lock-free data structures use atomic operations for synchronization."
[22:43:12.070] [W1] wrote: "Memory barriers ensure proper ordering of operations across cores."
[22:43:12.070] [W5] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:12.076] [R2] read: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:12.079] [R3] read: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:12.089] [R1] read: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:12.093] [W3] wrote: "Test"
[22:43:12.093] [R5] read: "Test"
[22:43:12.109] [R4] read: "Test"
[22:43:12.117] [W5] wrote: "Test"
[22:43:12.119] [R2] read: "Test"
[22:43:12.121] [W4] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:12.122] [W6] wrote: "Test"
[22:43:12.124] [W2] wrote: "Lock-free data structures use atomic operations for synchronization."
[22:43:12.131] [R3] read: "Lock-free data structures use atomic operations for synchronization."
[22:43:12.136] [W8] wrote: "Lock-free data structures use atomic operations for synchronization."
[22:43:12.137] [R5] read: "Lock-free data structures use atomic operations for synchronization."
[22:43:12.138] [W1] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:12.138] [W7] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:12.145] [R4] read: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:12.148] [R1] read: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:12.169] [W6] wrote: "Lock-free data structures use atomic operations for synchronization."
[22:43:12.170] [R5] read: "Lock-free data structures use atomic operations for synchronization."
[22:43:12.171] [W3] wrote: "Lock-free data structures use atomic operations for synchronization."
[22:43:12.174] [R1] read: "Lock-free data structures use atomic operations for synchronization."
[22:43:12.175] [W7] wrote: "Test"
[22:43:12.177] [W8] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:12.180] [R2] read: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:12.185] [R3] read: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:12.186] [W5] wrote: "Lock-free data structures use atomic operations for synchronization."
[22:43:12.200] [W1] wrote: "Test"
[22:43:12.202] [R4] read: "Test"
[22:43:12.207] [R5] read: "Test"
[22:43:12.208] [R2] read: "Test"
[22:43:12.209] [R1] read: "Test"
[22:43:12.210] [W6] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:12.212] [W2] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:12.218] [W4] wrote: "!"
[22:43:12.225] [W7] wrote: "Lock-free data structures use atomic operations for synchronization."
[22:43:12.229] [W8] wrote: "!"
[22:43:12.231] [R3] read: "!"
[22:43:12.247] [R1] read: "!"
[22:43:12.252] [R5] read: "!"
[22:43:12.253] [W5] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:12.256] [R4] read: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:12.257] [R2] read: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:12.263] [W8] wrote: "Context switching between threads has performance overhead costs."
[22:43:12.267] [W3] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:12.268] [R1] read: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:12.272] [W2] wrote: "!"
[22:43:12.287] [R3] read: "!"
[22:43:12.295] [W1] wrote: "Lock-free data structures use atomic operations for synchronization."
[22:43:12.302] [W4] wrote: "Context switching between threads has performance overhead costs."
[22:43:12.303] [W8] wrote: "Critical sections must be kept as short as possible for efficiency."
[22:43:12.303] [R1] read: "Critical sections must be kept as short as possible for efficiency."
[22:43:12.303] [R5] read: "Critical sections must be kept as short as possible for efficiency."
[22:43:12.303] [R2] read: "Critical sections must be kept as short as possible for efficiency."
[22:43:12.305] [R4] read: "Critical sections must be kept as short as possible for efficiency."
[22:43:12.310] [W6] wrote: "!"
[22:43:12.322] [W7] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:12.325] [R2] read: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:12.341] [R1] read: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:12.343] [W3] wrote: "!"
[22:43:12.345] [R4] read: "!"
[22:43:12.346] [R3] read: "!"
[22:43:12.349] [W2] wrote: "Context switching between threads has performance overhead costs."
[22:43:12.351] [W5] wrote: "!"
[22:43:12.353] [R5] read: "!"
[22:43:12.359] [W7] wrote: "!"
[22:43:12.362] [W8] wrote: "A"
[22:43:12.367] [W6] wrote: "Context switching between threads has performance overhead costs."
[22:43:12.370] [W1] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:12.370] [R3] read: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:12.373] [R2] read: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:12.375] [R1] read: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:12.376] [W3] wrote: "Context switching between threads has performance overhead costs."
[22:43:12.377] [R4] read: "Context switching between threads has performance overhead costs."
[22:43:12.386] [W2] wrote: "Critical sections must be kept as short as possible for efficiency."
[22:43:12.391] [W4] wrote: "Critical sections must be kept as short as possible for efficiency."
[22:43:12.406] [W5] wrote: "Context switching between threads has performance overhead costs."
[22:43:12.409] [R5] read: "Context switching between threads has performance overhead costs."
[22:43:12.416] [R4] read: "Context switching between threads has performance overhead costs."
[22:43:12.418] [R1] read: "Context switching between threads has performance overhead costs."
[22:43:12.424] [R3] read: "Context switching between threads has performance overhead costs."
[22:43:12.427] [R2] read: "Context switching between threads has performance overhead costs."
[22:43:12.434] [R5] read: "Context switching between threads has performance overhead costs."
[22:43:12.436] [W5] wrote: "Critical sections must be kept as short as possible for efficiency."
[22:43:12.441] [W1] wrote: "!"
[22:43:12.445] [W8] wrote: "Hello World!"
[22:43:12.447] [W6] wrote: "Critical sections must be kept as short as possible for efficiency."
[22:43:12.450] [W7] wrote: "Context switching between threads has performance overhead costs."
[22:43:12.453] [R1] read: "Context switching between threads has performance overhead costs."
[22:43:12.454] [W4] wrote: "A"
[22:43:12.459] [R4] read: "A"
[22:43:12.463] [W2] wrote: "A"
[22:43:12.465] [W3] wrote: "Critical sections must be kept as short as possible for efficiency."
[22:43:12.466] [R3] read: "Critical sections must be kept as short as possible for efficiency."
[22:43:12.473] [R1] read: "Critical sections must be kept as short as possible for efficiency."
[22:43:12.487] [R5] read: "Critical sections must be kept as short as possible for efficiency."
[22:43:12.487] [R2] read: "Critical sections must be kept as short as possible for efficiency."
[22:43:12.496] [R1] read: "Critical sections must be kept as short as possible for efficiency."
[22:43:12.497] [R4] read: "Critical sections must be kept as short as possible for efficiency."
[22:43:12.507] [R3] read: "Critical sections must be kept as short as possible for efficiency."
[22:43:12.514] [W1] wrote: "Context switching between threads has performance overhead costs."
[22:43:12.514] [W8] wrote: "The quick brown fox jumps over the lazy dog."
[22:43:12.515] [W4] wrote: "Hello World!"
[22:43:12.526] [W6] wrote: "A"
[22:43:12.528] [W5] wrote: "A"
[22:43:12.529] [W7] wrote: "Critical sections must be kept as short as possible for efficiency."
[22:43:12.537] [R5] read: "Critical sections must be kept as short as possible for efficiency."
[22:43:12.538] [R2] read: "Critical sections must be kept as short as possible for efficiency."
[22:43:12.540] [W3] wrote: "A"
[22:43:12.548] [W2] wrote: "Hello World!"
[22:43:12.551] [R4] read: "Hello World!"
[22:43:12.553] [R1] read: "Hello World!"
[22:43:12.554] [W4] wrote: "The quick brown fox jumps over the lazy dog."
[22:43:12.558] [R2] read: "The quick brown fox jumps over the lazy dog."
[22:43:12.562] [W1] wrote: "Critical sections must be kept as short as possible for efficiency."
[22:43:12.564] [R3] read: "Critical sections must be kept as short as possible for efficiency."
[22:43:12.581] [W2] wrote: "The quick brown fox jumps over the lazy dog."
[22:43:12.582] [W5] wrote: "Hello World!"
[22:43:12.586] [R4] read: "Hello World!"
[22:43:12.589] [R2] read: "Hello World!"
[22:43:12.593] [W6] wrote: "Hello World!"
[22:43:12.595] [R5] read: "Hello World!"
[22:43:12.609] [R3] read: "Hello World!"
[22:43:12.610] [W3] wrote: "Hello World!"
[22:43:12.613] [R1] read: "Hello World!"
[22:43:12.614] [W8] wrote: "Operating systems manage hardware and software resources."
[22:43:12.615] [W7] wrote: "A"
[22:43:12.619] [W4] wrote: "Operating systems manage hardware and software resources."
[22:43:12.626] [W1] wrote: "A"
[22:43:12.626] [R4] read: "A"
[22:43:12.627] [W6] wrote: "The quick brown fox jumps over the lazy dog."
[22:43:12.631] [R3] read: "The quick brown fox jumps over the lazy dog."
[22:43:12.636] [R2] read: "The quick brown fox jumps over the lazy dog."
[22:43:12.649] [W3] wrote: "The quick brown fox jumps over the lazy dog."
[22:43:12.654] [R5] read: "The quick brown fox jumps over the lazy dog."
[22:43:12.654] [R1] read: "The quick brown fox jumps over the lazy dog."
[22:43:12.655] [W2] wrote: "Operating systems manage hardware and software resources."
[22:43:12.656] [W5] wrote: "The quick brown fox jumps over the lazy dog."
[22:43:12.661] [W8] wrote: "X"
[22:43:12.674] [W7] wrote: "Hello World!"
[22:43:12.676] [W6] wrote: "Operating systems manage hardware and software resources."
[22:43:12.679] [R2] read: "Operating systems manage hardware and software resources."
[22:43:12.682] [R5] read: "Operating systems manage hardware and software resources."
[22:43:12.684] [R4] read: "Operating systems manage hardware and software resources."
[22:43:12.686] [R3] read: "Operating systems manage hardware and software resources."
[22:43:12.696] [W1] wrote: "Hello World!"
[22:43:12.698] [W4] wrote: "X"
[22:43:12.705] [R1] read: "X"
[22:43:12.707] [R2] read: "X"
[22:43:12.707] [W3] wrote: "Operating systems manage hardware and software resources."
[22:43:12.715] [R4] read: "Operating systems manage hardware and software resources."
[22:43:12.718] [W7] wrote: "The quick brown fox jumps over the lazy dog."
[22:43:12.722] [R5] read: "The quick brown fox jumps over the lazy dog."
[22:43:12.724] [R3] read: "The quick brown fox jumps over the lazy dog."
[22:43:12.729] [R1] read: "The quick brown fox jumps over the lazy dog."
[22:43:12.730] [W2] wrote: "X"
[22:43:12.743] [W5] wrote: "Operating systems manage hardware and software resources."
[22:43:12.743] [W3] wrote: "X"
[22:43:12.749] [R2] read: "X"
[22:43:12.756] [W8] wrote: "Synchronization prevents race conditions in concurrent programs."
[22:43:12.757] [R5] read: "Synchronization prevents race conditions in concurrent programs."
[22:43:12.761] [W2] wrote: "Synchronization prevents race conditions in concurrent programs."
[22:43:12.763] [R1] read: "Synchronization prevents race conditions in concurrent programs."
[22:43:12.764] [W6] wrote: "X"
[22:43:12.768] [W7] wrote: "Operating systems manage hardware and software resources."
[22:43:12.768] [R4] read: "Operating systems manage hardware and software resources."
[22:43:12.776] [R2] read: "Operating systems manage hardware and software resources."
[22:43:12.778] [W1] wrote: "The quick brown fox jumps over the lazy dog."
[22:43:12.779] [R3] read: "The quick brown fox jumps over the lazy dog."
[22:43:12.783] [R1] read: "The quick brown fox jumps over the lazy dog."
[22:43:12.787] [W4] wrote: "Synchronization prevents race conditions in concurrent programs."
[22:43:12.792] [R5] read: "Synchronization prevents race conditions in concurrent programs."
[22:43:12.796] [R4] read: "Synchronization prevents race conditions in concurrent programs."
[22:43:12.814] [R5] read: "Synchronization prevents race conditions in concurrent programs."
[22:43:12.814] [R3] read: "Synchronization prevents race conditions in concurrent programs."
[22:43:12.815] [W8] wrote: "Readers and writers must coordinate access to shared data."
[22:43:12.816] [W7] wrote: "X"
[22:43:12.817] [W6] wrote: "Synchronization prevents race conditions in concurrent programs."
[22:43:12.821] [W2] wrote: "Readers and writers must coordinate access to shared data."
[22:43:12.824] [R1] read: "Readers and writers must coordinate access to shared data."
[22:43:12.827] [R2] read: "Readers and writers must coordinate access to shared data."
[22:43:12.832] [W3] wrote: "Synchronization prevents race conditions in concurrent programs."
[22:43:12.833] [W5] wrote: "X"
[22:43:12.845] [R5] read: "X"
[22:43:12.845] [R4] read: "X"
[22:43:12.848] [R3] read: "X"
[22:43:12.854] [W2] wrote: "Race!"
[22:43:12.856] [W4] wrote: "Readers and writers must coordinate access to shared data."
[22:43:12.865] [R4] read: "Readers and writers must coordinate access to shared data."
[22:43:12.866] [W5] wrote: "Synchronization prevents race conditions in concurrent programs."
[22:43:12.867] [R5] read: "Synchronization prevents race conditions in concurrent programs."
[22:43:12.868] [R3] read: "Synchronization prevents race conditions in concurrent programs."
[22:43:12.871] [W1] wrote: "Operating systems manage hardware and software resources."
[22:43:12.871] [R1] read: "Operating systems manage hardware and software resources."
[22:43:12.873] [R2] read: "Operating systems manage hardware and software resources."
[22:43:12.884] [W6] wrote: "Readers and writers must coordinate access to shared data."
[22:43:12.886] [W8] wrote: "Race!"
[22:43:12.896] [R5] read: "Race!"
[22:43:12.900] [R1] read: "Race!"
[22:43:12.904] [R4] read: "Race!"
[22:43:12.914] [W7] wrote: "Synchronization prevents race conditions in concurrent programs."
[22:43:12.917] [W4] wrote: "Race!"
[22:43:12.924] [R3] read: "Race!"
[22:43:12.927] [R1] read: "Race!"
[22:43:12.928] [W1] wrote: "X"
[22:43:12.929] [R2] read: "X"
[22:43:12.931] [W3] wrote: "Readers and writers must coordinate access to shared data."
[22:43:12.933] [W5] wrote: "Readers and writers must coordinate access to shared data."
[22:43:12.942] [R5] read: "Readers and writers must coordinate access to shared data."
[22:43:12.946] [W8] wrote: "Mutual exclusion ensures only one writer at a time."
[22:43:12.951] [W2] wrote: "Mutual exclusion ensures only one writer at a time."
[22:43:12.959] [R4] read: "Mutual exclusion ensures only one writer at a time."
[22:43:12.960] [W6] wrote: "Race!"
[22:43:12.961] [R2] read: "Race!"
[22:43:12.973] [W5] wrote: "Race!"
[22:43:12.983] [W4] wrote: "Mutual exclusion ensures only one writer at a time."
[22:43:12.983] [R3] read: "Mutual exclusion ensures only one writer at a time."
[22:43:12.987] [R1] read: "Mutual exclusion ensures only one writer at a time."
[22:43:12.987] [R5] read: "Mutual exclusion ensures only one writer at a time."
[22:43:12.990] [W3] wrote: "Race!"
[22:43:12.992] [R4] read: "Race!"
[22:43:12.999] [W7] wrote: "Readers and writers must coordinate access to shared data."
[22:43:13.009] [W8] wrote: "Pthread library provides powerful threading primitives."
[22:43:13.010] [W1] wrote: "Synchronization prevents race conditions in concurrent programs."
[22:43:13.015] [R2] read: "Synchronization prevents race conditions in concurrent programs."
[22:43:13.021] [W6] wrote: "Mutual exclusion ensures only one writer at a time."
[22:43:13.021] [R1] read: "Mutual exclusion ensures only one writer at a time."
[22:43:13.032] [R4] read: "Mutual exclusion ensures only one writer at a time."
[22:43:13.039] [R3] read: "Mutual exclusion ensures only one writer at a time."
[22:43:13.042] [R1] read: "Mutual exclusion ensures only one writer at a time."
[22:43:13.044] [R5] read: "Mutual exclusion ensures only one writer at a time."
[22:43:13.045] [W2] wrote: "Pthread library provides powerful threading primitives."
[22:43:13.046] [W4] wrote: "Pthread library provides powerful threading primitives."
[22:43:13.048] [W5] wrote: "Mutual exclusion ensures only one writer at a time."
[22:43:13.052] [R2] read: "Mutual exclusion ensures only one writer at a time."
[22:43:13.053] [W3] wrote: "Mutual exclusion ensures only one writer at a time."
[22:43:13.071] [R1] read: "Mutual exclusion ensures only one writer at a time."
[22:43:13.073] [W7] wrote: "Race!"
[22:43:13.074] [W6] wrote: "Pthread library provides powerful threading primitives."
[22:43:13.075] [R2] read: "Pthread library provides powerful threading primitives."
[22:43:13.078] [W2] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:13.088] [R4] read: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:13.092] [W8] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:13.093] [R1] read: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:13.094] [R3] read: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:13.095] [R5] read: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:13.106] [W1] wrote: "Readers and writers must coordinate access to shared data."
[22:43:13.111] [R4] read: "Readers and writers must coordinate access to shared data."
[22:43:13.122] [R2] read: "Readers and writers must coordinate access to shared data."
[22:43:13.125] [W7] wrote: "Mutual exclusion ensures only one writer at a time."
[22:43:13.130] [R5] read: "Mutual exclusion ensures only one writer at a time."
[22:43:13.131] [W3] wrote: "Pthread library provides powerful threading primitives."
[22:43:13.141] [R1] read: "Pthread library provides powerful threading primitives."
[22:43:13.143] [W4] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:13.144] [W5] wrote: "Pthread library provides powerful threading primitives."
[22:43:13.153] [R3] read: "Pthread library provides powerful threading primitives."
[22:43:13.157] [W8] wrote: "AB"
[22:43:13.161] [R5] read: "AB"
[22:43:13.162] [W2] wrote: "AB"
[22:43:13.162] [W6] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:13.165] [R4] read: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:13.170] [W3] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:13.171] [R2] read: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:13.174] [W1] wrote: "Race!"
[22:43:13.176] [R3] read: "Race!"
[22:43:13.187] [R1] read: "Race!"
[22:43:13.198] [R5] read: "Race!"
[22:43:13.210] [W5] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:13.212] [R3] read: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:13.212] [R4] read: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:13.217] [W7] wrote: "Pthread library provides powerful threading primitives."
[22:43:13.220] [W6] wrote: "AB"
[22:43:13.222] [W3] wrote: "AB"
[22:43:13.224] [R2] read: "AB"
[22:43:13.235] [W8] wrote: "Memory barriers ensure proper ordering of operations across cores."
[22:43:13.236] [R5] read: "Memory barriers ensure proper ordering of operations across cores."
[22:43:13.238] [W4] wrote: "AB"
[22:43:13.240] [R3] read: "AB"
[22:43:13.243] [R1] read: "AB"
[22:43:13.247] [R4] read: "AB"
[22:43:13.250] [R2] read: "AB"
[22:43:13.254] [W2] wrote: "Memory barriers ensure proper ordering of operations across cores."
[22:43:13.266] [W1] wrote: "Mutual exclusion ensures only one writer at a time."
[22:43:13.267] [W6] wrote: "Memory barriers ensure proper ordering of operations across cores."
[22:43:13.273] [W4] wrote: "Memory barriers ensure proper ordering of operations across cores."
[22:43:13.277] [R5] read: "Memory barriers ensure proper ordering of operations across cores."
[22:43:13.278] [R3] read: "Memory barriers ensure proper ordering of operations across cores."
[22:43:13.279] [R1] read: "Memory barriers ensure proper ordering of operations across cores."
[22:43:13.279] [R4] read: "Memory barriers ensure proper ordering of operations across cores."
[22:43:13.282] [W3] wrote: "Memory barriers ensure proper ordering of operations across cores."
[22:43:13.287] [W7] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:13.288] [W8] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:13.295] [W5] wrote: "AB"
[22:43:13.304] [R1] read: "AB"
[22:43:13.306] [W6] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:13.309] [R2] read: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:13.311] [W4] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:13.312] [W1] wrote: "Pthread library provides powerful threading primitives."
[22:43:13.316] [R4] read: "Pthread library provides powerful threading primitives."
[22:43:13.320] [W8] wrote: "Test"
[22:43:13.326] [R3] read: "Test"
[22:43:13.335] [W5] wrote: "Memory barriers ensure proper ordering of operations across cores."
[22:43:13.336] [R5] read: "Memory barriers ensure proper ordering of operations across cores."
[22:43:13.337] [W2] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:13.341] [W3] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:13.347] [R4] read: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:13.352] [R1] read: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:13.357] [R5] read: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:13.361] [W7] wrote: "AB"
[22:43:13.361] [R2] read: "AB"
[22:43:13.362] [W8] wrote: "Lock-free data structures use atomic operations for synchronization."
[22:43:13.369] [W2] wrote: "Test"
[22:43:13.378] [W3] wrote: "Test"
[22:43:13.381] [R3] read: "Test"
[22:43:13.386] [R5] read: "Test"
[22:43:13.389] [W4] wrote: "Test"
[22:43:13.394] [R2] read: "Test"
[22:43:13.400] [W6] wrote: "Test"
[22:43:13.405] [R4] read: "Test"
[22:43:13.406] [R3] read: "Test"
[22:43:13.406] [W1] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:13.407] [W5] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:13.407] [R5] read: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:13.410] [R1] read: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:13.417] [R2] read: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:13.421] [W3] wrote: "Lock-free data structures use atomic operations for synchronization."
[22:43:13.425] [W7] wrote: "Memory barriers ensure proper ordering of operations across cores."
